species;audio_name;spectrogram_name;sec_i;sec_f
Acrocephalus arundinaceus;XC420542.mp3;XC420542_70.npy;207.210;207.730
Acrocephalus arundinaceus;XC420542.mp3;XC420542_71.npy;212.460;213.460
Acrocephalus arundinaceus;XC420542.mp3;XC420542_72.npy;213.260;214.260
Acrocephalus arundinaceus;XC420542.mp3;XC420542_73.npy;214.060;215.060
Acrocephalus arundinaceus;XC420542.mp3;XC420542_74.npy;214.860;215.860
Acrocephalus arundinaceus;XC420542.mp3;XC420542_75.npy;215.660;216.260
Acrocephalus arundinaceus;XC420542.mp3;XC420542_76.npy;222.060;223.060
Acrocephalus arundinaceus;XC420542.mp3;XC420542_77.npy;222.860;223.860
Acrocephalus arundinaceus;XC420542.mp3;XC420542_78.npy;223.660;224.660
Acrocephalus arundinaceus;XC420542.mp3;XC420542_79.npy;224.460;225.460
Acrocephalus arundinaceus;XC420542.mp3;XC420542_80.npy;225.260;225.940
Acrocephalus arundinaceus;XC420542.mp3;XC420542_81.npy;230.860;231.860
Acrocephalus arundinaceus;XC420542.mp3;XC420542_82.npy;231.660;232.660
Acrocephalus arundinaceus;XC420542.mp3;XC420542_83.npy;232.460;233.460
Acrocephalus arundinaceus;XC420542.mp3;XC420542_84.npy;233.260;234.260
Acrocephalus arundinaceus;XC420542.mp3;XC420542_85.npy;234.060;234.540
Acrocephalus arundinaceus;XC420542.mp3;XC420542_86.npy;239.790;240.790
Acrocephalus arundinaceus;XC420542.mp3;XC420542_87.npy;240.590;241.590
Acrocephalus arundinaceus;XC420542.mp3;XC420542_88.npy;241.390;242.390
Acrocephalus arundinaceus;XC420542.mp3;XC420542_89.npy;242.190;243.190
Acrocephalus arundinaceus;XC420542.mp3;XC420542_90.npy;242.990;243.990
Acrocephalus arundinaceus;XC420542.mp3;XC420542_91.npy;254.970;255.970
Acrocephalus arundinaceus;XC420542.mp3;XC420542_92.npy;255.770;256.770
Acrocephalus arundinaceus;XC420542.mp3;XC420542_93.npy;256.570;257.570
Acrocephalus arundinaceus;XC420542.mp3;XC420542_94.npy;257.370;257.760
Acrocephalus arundinaceus;XC420542.mp3;XC420542_95.npy;263.660;264.660
Acrocephalus arundinaceus;XC420542.mp3;XC420542_96.npy;264.460;265.460
Acrocephalus arundinaceus;XC420542.mp3;XC420542_97.npy;265.260;266.260
Acrocephalus arundinaceus;XC420542.mp3;XC420542_98.npy;266.060;267.060
Acrocephalus arundinaceus;XC420542.mp3;XC420542_99.npy;272.470;273.470
Acrocephalus arundinaceus;XC420542.mp3;XC420542_100.npy;273.270;274.270
Acrocephalus arundinaceus;XC420542.mp3;XC420542_101.npy;274.070;275.070
Acrocephalus arundinaceus;XC420542.mp3;XC420542_102.npy;274.870;275.870
Acrocephalus arundinaceus;XC420542.mp3;XC420542_103.npy;275.670;276.230
Acrocephalus arundinaceus;XC420542.mp3;XC420542_104.npy;281.230;282.230
Acrocephalus arundinaceus;XC420542.mp3;XC420542_105.npy;282.030;283.030
Acrocephalus arundinaceus;XC420542.mp3;XC420542_106.npy;282.830;283.830
Acrocephalus arundinaceus;XC420542.mp3;XC420542_107.npy;283.630;284.200
Acrocephalus arundinaceus;XC420542.mp3;XC420542_108.npy;289.010;290.010
Acrocephalus arundinaceus;XC420542.mp3;XC420542_109.npy;289.810;290.810
Acrocephalus arundinaceus;XC420542.mp3;XC420542_110.npy;290.610;291.610
Acrocephalus arundinaceus;XC420542.mp3;XC420542_111.npy;291.410;292.410
Acrocephalus arundinaceus;XC420542.mp3;XC420542_112.npy;292.210;292.970
Acrocephalus arundinaceus;XC420542.mp3;XC420542_113.npy;299.040;300.040
Acrocephalus arundinaceus;XC420542.mp3;XC420542_114.npy;299.840;300.840
Acrocephalus arundinaceus;XC420542.mp3;XC420542_115.npy;300.640;301.640
Acrocephalus arundinaceus;XC420542.mp3;XC420542_116.npy;301.440;302.440
Acrocephalus arundinaceus;XC420542.mp3;XC420542_117.npy;302.240;302.480
Acrocephalus arundinaceus;XC420542.mp3;XC420542_118.npy;309.360;310.360
Acrocephalus arundinaceus;XC420542.mp3;XC420542_119.npy;310.160;311.160
Acrocephalus arundinaceus;XC420542.mp3;XC420542_120.npy;310.960;311.960
Acrocephalus arundinaceus;XC420542.mp3;XC420542_121.npy;311.760;312.220
Acrocephalus arundinaceus;XC420542.mp3;XC420542_122.npy;319.970;320.970
Acrocephalus arundinaceus;XC420542.mp3;XC420542_123.npy;320.770;321.770
Acrocephalus arundinaceus;XC420542.mp3;XC420542_124.npy;321.570;322.570
Acrocephalus arundinaceus;XC420542.mp3;XC420542_125.npy;322.370;323.370
Acrocephalus arundinaceus;XC420542.mp3;XC420542_126.npy;323.170;323.490
Acrocephalus arundinaceus;XC422018.mp3;XC422018_0.npy;2.700;3.700
Acrocephalus arundinaceus;XC422018.mp3;XC422018_1.npy;3.500;4.500
Acrocephalus arundinaceus;XC422018.mp3;XC422018_2.npy;4.300;4.860
Acrocephalus arundinaceus;XC422018.mp3;XC422018_3.npy;17.410;18.410
Acrocephalus arundinaceus;XC422018.mp3;XC422018_4.npy;18.210;19.210
Acrocephalus arundinaceus;XC422018.mp3;XC422018_5.npy;19.010;19.700
Acrocephalus arundinaceus;XC422018.mp3;XC422018_6.npy;23.404;24.404
Acrocephalus arundinaceus;XC422018.mp3;XC422018_7.npy;24.204;25.204
Acrocephalus arundinaceus;XC422018.mp3;XC422018_8.npy;25.004;25.710
Acrocephalus arundinaceus;XC422018.mp3;XC422018_9.npy;29.500;30.500
Acrocephalus arundinaceus;XC422018.mp3;XC422018_10.npy;30.300;31.300
Acrocephalus arundinaceus;XC422018.mp3;XC422018_11.npy;31.100;31.340
Acrocephalus arundinaceus;XC422018.mp3;XC422018_12.npy;37.920;38.920
Acrocephalus arundinaceus;XC422018.mp3;XC422018_13.npy;38.720;39.720
Acrocephalus arundinaceus;XC422018.mp3;XC422018_14.npy;39.520;40.520
Acrocephalus arundinaceus;XC422018.mp3;XC422018_15.npy;40.320;41.320
Acrocephalus arundinaceus;XC422018.mp3;XC422018_16.npy;41.120;41.560
Acrocephalus arundinaceus;XC422018.mp3;XC422018_17.npy;45.163;46.163
Acrocephalus arundinaceus;XC422018.mp3;XC422018_18.npy;45.963;46.963
Acrocephalus arundinaceus;XC422018.mp3;XC422018_19.npy;46.763;47.763
Acrocephalus arundinaceus;XC422018.mp3;XC422018_20.npy;47.563;48.563
Acrocephalus arundinaceus;XC422018.mp3;XC422018_21.npy;53.630;54.630
Acrocephalus arundinaceus;XC422018.mp3;XC422018_22.npy;54.430;55.430
Acrocephalus arundinaceus;XC422018.mp3;XC422018_23.npy;55.230;55.570
Acrocephalus arundinaceus;XC422018.mp3;XC422018_24.npy;66.200;67.200
Acrocephalus arundinaceus;XC422018.mp3;XC422018_25.npy;67.000;68.000
Acrocephalus arundinaceus;XC422018.mp3;XC422018_26.npy;67.800;68.800
Acrocephalus arundinaceus;XC422018.mp3;XC422018_27.npy;68.600;69.290
Acrocephalus arundinaceus;XC422018.mp3;XC422018_28.npy;75.970;76.970
Acrocephalus arundinaceus;XC422018.mp3;XC422018_29.npy;76.770;77.770
Acrocephalus arundinaceus;XC422018.mp3;XC422018_30.npy;77.570;77.920
Acrocephalus arundinaceus;XC422018.mp3;XC422018_31.npy;81.348;82.348
Acrocephalus arundinaceus;XC422018.mp3;XC422018_32.npy;82.148;83.148
Acrocephalus arundinaceus;XC422018.mp3;XC422018_33.npy;82.948;83.948
Acrocephalus arundinaceus;XC422018.mp3;XC422018_34.npy;83.748;84.748
Acrocephalus arundinaceus;XC422018.mp3;XC422018_35.npy;84.548;85.548
Acrocephalus arundinaceus;XC422018.mp3;XC422018_36.npy;85.348;86.348
Acrocephalus arundinaceus;XC422018.mp3;XC422018_37.npy;86.148;86.365
Acrocephalus arundinaceus;XC422018.mp3;XC422018_38.npy;89.592;90.592
Acrocephalus arundinaceus;XC422018.mp3;XC422018_39.npy;90.392;91.392
Acrocephalus arundinaceus;XC422018.mp3;XC422018_40.npy;91.192;92.192
Acrocephalus arundinaceus;XC422018.mp3;XC422018_41.npy;91.992;92.540
Acrocephalus arundinaceus;XC422018.mp3;XC422018_42.npy;96.941;97.941
Acrocephalus arundinaceus;XC422018.mp3;XC422018_43.npy;97.741;98.741
Acrocephalus arundinaceus;XC422018.mp3;XC422018_44.npy;98.541;99.541
Acrocephalus arundinaceus;XC422018.mp3;XC422018_45.npy;99.341;99.620
Acrocephalus arundinaceus;XC422018.mp3;XC422018_46.npy;104.970;105.970
Acrocephalus arundinaceus;XC422018.mp3;XC422018_47.npy;105.770;106.770
Acrocephalus arundinaceus;XC422018.mp3;XC422018_48.npy;106.570;107.570
Acrocephalus arundinaceus;XC422018.mp3;XC422018_49.npy;107.370;108.370
Acrocephalus arundinaceus;XC422018.mp3;XC422018_50.npy;108.170;108.790
Acrocephalus arundinaceus;XC422019.mp3;XC422019_0.npy;0.740;1.740
Acrocephalus arundinaceus;XC422019.mp3;XC422019_1.npy;1.540;2.540
Acrocephalus arundinaceus;XC422019.mp3;XC422019_2.npy;2.340;2.559
Acrocephalus arundinaceus;XC422019.mp3;XC422019_3.npy;6.870;7.870
Acrocephalus arundinaceus;XC422019.mp3;XC422019_4.npy;7.670;8.670
Acrocephalus arundinaceus;XC422019.mp3;XC422019_5.npy;8.470;9.470
Acrocephalus arundinaceus;XC422019.mp3;XC422019_6.npy;9.270;9.980
Acrocephalus arundinaceus;XC422019.mp3;XC422019_7.npy;23.803;24.803
Acrocephalus arundinaceus;XC422019.mp3;XC422019_8.npy;24.603;25.603
Acrocephalus arundinaceus;XC422019.mp3;XC422019_9.npy;25.403;26.403
Acrocephalus arundinaceus;XC422019.mp3;XC422019_10.npy;26.203;27.203
Acrocephalus arundinaceus;XC422019.mp3;XC422019_11.npy;27.003;28.003
Acrocephalus arundinaceus;XC422019.mp3;XC422019_12.npy;27.803;28.803
Acrocephalus arundinaceus;XC422019.mp3;XC422019_13.npy;39.840;40.840
Acrocephalus arundinaceus;XC422019.mp3;XC422019_14.npy;40.640;41.640
Acrocephalus arundinaceus;XC422019.mp3;XC422019_15.npy;41.440;42.440
Acrocephalus arundinaceus;XC422019.mp3;XC422019_16.npy;42.240;43.240
Acrocephalus arundinaceus;XC422019.mp3;XC422019_17.npy;43.040;44.040
Acrocephalus arundinaceus;XC422019.mp3;XC422019_18.npy;43.840;44.840
Acrocephalus arundinaceus;XC422019.mp3;XC422019_19.npy;48.436;49.436
Acrocephalus arundinaceus;XC422019.mp3;XC422019_20.npy;49.236;50.236
Acrocephalus arundinaceus;XC422019.mp3;XC422019_21.npy;50.036;51.036
Acrocephalus arundinaceus;XC422019.mp3;XC422019_22.npy;50.836;51.836
Acrocephalus arundinaceus;XC422019.mp3;XC422019_23.npy;51.636;52.636
Acrocephalus arundinaceus;XC422019.mp3;XC422019_24.npy;52.436;53.436
Acrocephalus arundinaceus;XC422019.mp3;XC422019_25.npy;53.236;54.236
Acrocephalus arundinaceus;XC422019.mp3;XC422019_26.npy;54.036;54.440
Acrocephalus arundinaceus;XC422019.mp3;XC422019_27.npy;58.368;59.368
Acrocephalus arundinaceus;XC422019.mp3;XC422019_28.npy;59.168;60.168
Acrocephalus arundinaceus;XC422019.mp3;XC422019_29.npy;59.968;60.968
Acrocephalus arundinaceus;XC422019.mp3;XC422019_30.npy;60.768;61.768
Acrocephalus arundinaceus;XC422019.mp3;XC422019_31.npy;61.568;62.568
Acrocephalus arundinaceus;XC422019.mp3;XC422019_32.npy;62.368;63.368
Acrocephalus arundinaceus;XC422019.mp3;XC422019_33.npy;63.168;63.826
Acrocephalus arundinaceus;XC422019.mp3;XC422019_34.npy;81.215;82.215
Acrocephalus arundinaceus;XC422019.mp3;XC422019_35.npy;82.015;83.015
Acrocephalus arundinaceus;XC422019.mp3;XC422019_36.npy;82.815;83.815
Acrocephalus arundinaceus;XC422019.mp3;XC422019_37.npy;83.615;84.615
Acrocephalus arundinaceus;XC422019.mp3;XC422019_38.npy;84.415;85.415
Acrocephalus arundinaceus;XC422019.mp3;XC422019_39.npy;85.215;85.530
Acrocephalus arundinaceus;XC422019.mp3;XC422019_40.npy;91.492;92.492
Acrocephalus arundinaceus;XC422019.mp3;XC422019_41.npy;92.292;93.292
Acrocephalus arundinaceus;XC422019.mp3;XC422019_42.npy;93.092;94.092
Acrocephalus arundinaceus;XC422019.mp3;XC422019_43.npy;93.892;94.892
Acrocephalus arundinaceus;XC422019.mp3;XC422019_44.npy;94.692;95.692
Acrocephalus arundinaceus;XC422019.mp3;XC422019_45.npy;95.492;95.696
Acrocephalus arundinaceus;XC422019.mp3;XC422019_46.npy;100.328;101.328
Acrocephalus arundinaceus;XC422019.mp3;XC422019_47.npy;101.128;102.128
Acrocephalus arundinaceus;XC422019.mp3;XC422019_48.npy;101.928;102.928
Acrocephalus arundinaceus;XC422019.mp3;XC422019_49.npy;102.728;103.728
Acrocephalus arundinaceus;XC422019.mp3;XC422019_50.npy;103.528;104.528
Acrocephalus arundinaceus;XC422019.mp3;XC422019_51.npy;104.328;104.575
Acrocephalus arundinaceus;XC422019.mp3;XC422019_52.npy;109.936;110.936
Acrocephalus arundinaceus;XC422019.mp3;XC422019_53.npy;110.736;111.736
Acrocephalus arundinaceus;XC422019.mp3;XC422019_54.npy;111.536;112.536
Acrocephalus arundinaceus;XC422019.mp3;XC422019_55.npy;112.336;113.336
Acrocephalus arundinaceus;XC422019.mp3;XC422019_56.npy;113.136;113.411
Acrocephalus arundinaceus;XC422019.mp3;XC422019_57.npy;119.116;120.116
Acrocephalus arundinaceus;XC422019.mp3;XC422019_58.npy;119.916;120.916
Acrocephalus arundinaceus;XC422019.mp3;XC422019_59.npy;120.716;121.716
Acrocephalus arundinaceus;XC422019.mp3;XC422019_60.npy;121.516;122.516
Acrocephalus arundinaceus;XC422019.mp3;XC422019_61.npy;126.080;127.080
Acrocephalus arundinaceus;XC422019.mp3;XC422019_62.npy;126.880;127.880
Acrocephalus arundinaceus;XC422019.mp3;XC422019_63.npy;127.680;128.680
Acrocephalus arundinaceus;XC422019.mp3;XC422019_64.npy;134.128;135.128
Acrocephalus arundinaceus;XC422019.mp3;XC422019_65.npy;134.928;135.928
Acrocephalus arundinaceus;XC422019.mp3;XC422019_66.npy;135.728;136.728
Acrocephalus arundinaceus;XC422019.mp3;XC422019_67.npy;136.528;137.528
Acrocephalus arundinaceus;XC422019.mp3;XC422019_68.npy;137.328;138.328
Acrocephalus arundinaceus;XC422019.mp3;XC422019_69.npy;138.128;139.128
Acrocephalus arundinaceus;XC422019.mp3;XC422019_70.npy;138.928;139.233
Acrocephalus arundinaceus;XC422019.mp3;XC422019_71.npy;161.194;162.194
Acrocephalus arundinaceus;XC422019.mp3;XC422019_72.npy;161.994;162.994
Acrocephalus arundinaceus;XC422019.mp3;XC422019_73.npy;162.794;163.794
Acrocephalus arundinaceus;XC422019.mp3;XC422019_74.npy;163.594;164.594
Acrocephalus arundinaceus;XC422019.mp3;XC422019_75.npy;170.202;171.202
Acrocephalus arundinaceus;XC422019.mp3;XC422019_76.npy;171.002;172.002
Acrocephalus arundinaceus;XC422019.mp3;XC422019_77.npy;171.802;172.802
Acrocephalus arundinaceus;XC422019.mp3;XC422019_78.npy;177.365;178.365
Acrocephalus arundinaceus;XC422019.mp3;XC422019_79.npy;178.165;179.165
Acrocephalus arundinaceus;XC422019.mp3;XC422019_80.npy;178.965;179.965
Acrocephalus arundinaceus;XC422019.mp3;XC422019_81.npy;179.765;180.110
Acrocephalus arundinaceus;XC422019.mp3;XC422019_82.npy;225.149;226.149
Acrocephalus arundinaceus;XC422019.mp3;XC422019_83.npy;225.949;226.949
Acrocephalus arundinaceus;XC422019.mp3;XC422019_84.npy;226.749;227.749
Acrocephalus arundinaceus;XC422019.mp3;XC422019_85.npy;227.549;228.237
Acrocephalus arundinaceus;XC422019.mp3;XC422019_86.npy;250.928;251.928
Acrocephalus arundinaceus;XC422019.mp3;XC422019_87.npy;251.728;252.728
Acrocephalus arundinaceus;XC422019.mp3;XC422019_88.npy;252.528;253.528
Acrocephalus arundinaceus;XC422019.mp3;XC422019_89.npy;253.328;253.590
Acrocephalus arundinaceus;XC422019.mp3;XC422019_90.npy;258.434;259.434
Acrocephalus arundinaceus;XC422019.mp3;XC422019_91.npy;259.234;260.234
Acrocephalus arundinaceus;XC422019.mp3;XC422019_92.npy;260.034;261.034
Acrocephalus arundinaceus;XC422019.mp3;XC422019_93.npy;260.834;261.834
Acrocephalus arundinaceus;XC422019.mp3;XC422019_94.npy;261.634;262.080
Acrocephalus arundinaceus;XC422019.mp3;XC422019_95.npy;279.323;280.323
Acrocephalus arundinaceus;XC422019.mp3;XC422019_96.npy;280.123;281.123
Acrocephalus arundinaceus;XC422019.mp3;XC422019_97.npy;280.923;281.923
Acrocephalus arundinaceus;XC422019.mp3;XC422019_98.npy;281.723;282.723
Acrocephalus arundinaceus;XC422019.mp3;XC422019_99.npy;282.523;282.841
Acrocephalus arundinaceus;XC422019.mp3;XC422019_100.npy;288.760;289.760
Acrocephalus arundinaceus;XC422019.mp3;XC422019_101.npy;289.560;290.560
Acrocephalus arundinaceus;XC422019.mp3;XC422019_102.npy;290.360;290.948
Acrocephalus arundinaceus;XC422797.mp3;XC422797_0.npy;1.209;2.209
Acrocephalus arundinaceus;XC422797.mp3;XC422797_1.npy;2.009;3.009
Acrocephalus arundinaceus;XC422797.mp3;XC422797_2.npy;2.809;3.809
Acrocephalus arundinaceus;XC422797.mp3;XC422797_3.npy;3.609;4.609
Acrocephalus arundinaceus;XC422797.mp3;XC422797_4.npy;4.409;5.409
Acrocephalus arundinaceus;XC422797.mp3;XC422797_5.npy;5.209;6.209
Acrocephalus arundinaceus;XC422797.mp3;XC422797_6.npy;6.009;7.009
Acrocephalus arundinaceus;XC422797.mp3;XC422797_7.npy;6.809;7.809
Acrocephalus arundinaceus;XC422797.mp3;XC422797_8.npy;7.609;8.609
Acrocephalus arundinaceus;XC422797.mp3;XC422797_9.npy;8.409;8.880
Acrocephalus arundinaceus;XC422797.mp3;XC422797_10.npy;12.250;13.250
Acrocephalus arundinaceus;XC422797.mp3;XC422797_11.npy;13.050;14.050
Acrocephalus arundinaceus;XC422797.mp3;XC422797_12.npy;13.850;14.850
Acrocephalus arundinaceus;XC422797.mp3;XC422797_13.npy;14.650;15.650
Acrocephalus arundinaceus;XC422797.mp3;XC422797_14.npy;15.450;16.450
Acrocephalus arundinaceus;XC422797.mp3;XC422797_15.npy;16.250;17.250
Acrocephalus arundinaceus;XC422797.mp3;XC422797_16.npy;17.050;18.050
Acrocephalus arundinaceus;XC422797.mp3;XC422797_17.npy;17.850;18.160
Acrocephalus arundinaceus;XC422797.mp3;XC422797_18.npy;20.810;21.810
Acrocephalus arundinaceus;XC422797.mp3;XC422797_19.npy;21.610;22.610
Acrocephalus arundinaceus;XC422797.mp3;XC422797_20.npy;22.410;23.410
Acrocephalus arundinaceus;XC422797.mp3;XC422797_21.npy;23.210;24.210
Acrocephalus arundinaceus;XC422797.mp3;XC422797_22.npy;24.010;25.010
Acrocephalus arundinaceus;XC422797.mp3;XC422797_23.npy;24.810;25.810
Acrocephalus arundinaceus;XC422797.mp3;XC422797_24.npy;25.610;26.610
Acrocephalus arundinaceus;XC422797.mp3;XC422797_25.npy;26.410;26.950
Acrocephalus arundinaceus;XC422797.mp3;XC422797_26.npy;30.520;31.520
Acrocephalus arundinaceus;XC422797.mp3;XC422797_27.npy;31.320;32.320
Acrocephalus arundinaceus;XC422797.mp3;XC422797_28.npy;32.120;33.120
Acrocephalus arundinaceus;XC422797.mp3;XC422797_29.npy;32.920;33.920
Acrocephalus arundinaceus;XC422797.mp3;XC422797_30.npy;33.720;34.720
Acrocephalus arundinaceus;XC422797.mp3;XC422797_31.npy;34.520;35.520
Acrocephalus arundinaceus;XC422797.mp3;XC422797_32.npy;35.320;36.320
Acrocephalus arundinaceus;XC422797.mp3;XC422797_33.npy;36.120;37.120
Acrocephalus arundinaceus;XC422797.mp3;XC422797_34.npy;36.920;37.920
Acrocephalus arundinaceus;XC422797.mp3;XC422797_35.npy;37.720;38.720
Acrocephalus arundinaceus;XC422797.mp3;XC422797_36.npy;38.520;39.520
Acrocephalus arundinaceus;XC422797.mp3;XC422797_37.npy;39.320;40.320
Acrocephalus arundinaceus;XC422797.mp3;XC422797_38.npy;40.120;40.350
Acrocephalus arundinaceus;XC422797.mp3;XC422797_39.npy;42.850;43.850
Acrocephalus arundinaceus;XC422797.mp3;XC422797_40.npy;43.650;44.650
Acrocephalus arundinaceus;XC422797.mp3;XC422797_41.npy;44.450;45.450
Acrocephalus arundinaceus;XC422797.mp3;XC422797_42.npy;45.250;46.250
Acrocephalus arundinaceus;XC422797.mp3;XC422797_43.npy;46.050;47.050
Acrocephalus arundinaceus;XC422797.mp3;XC422797_44.npy;46.850;47.850
Acrocephalus arundinaceus;XC422797.mp3;XC422797_45.npy;47.650;48.650
Acrocephalus arundinaceus;XC422797.mp3;XC422797_46.npy;48.450;48.840
Acrocephalus arundinaceus;XC422797.mp3;XC422797_47.npy;51.060;52.060
Acrocephalus arundinaceus;XC422797.mp3;XC422797_48.npy;51.860;52.860
Acrocephalus arundinaceus;XC422797.mp3;XC422797_49.npy;52.660;53.660
Acrocephalus arundinaceus;XC422797.mp3;XC422797_50.npy;53.460;54.460
Acrocephalus arundinaceus;XC422797.mp3;XC422797_51.npy;54.260;55.260
Acrocephalus arundinaceus;XC422797.mp3;XC422797_52.npy;55.060;56.060
Acrocephalus arundinaceus;XC422797.mp3;XC422797_53.npy;55.860;56.530
Acrocephalus arundinaceus;XC422797.mp3;XC422797_54.npy;58.800;59.800
Acrocephalus arundinaceus;XC422797.mp3;XC422797_55.npy;59.600;60.600
Acrocephalus arundinaceus;XC422797.mp3;XC422797_56.npy;60.400;61.400
Acrocephalus arundinaceus;XC422797.mp3;XC422797_57.npy;61.200;62.200
Acrocephalus arundinaceus;XC422797.mp3;XC422797_58.npy;62.000;63.000
Acrocephalus arundinaceus;XC422797.mp3;XC422797_59.npy;62.800;63.800
Acrocephalus arundinaceus;XC422797.mp3;XC422797_60.npy;63.600;64.600
Acrocephalus arundinaceus;XC422797.mp3;XC422797_61.npy;64.400;65.400
Acrocephalus arundinaceus;XC422797.mp3;XC422797_62.npy;65.200;66.200
Acrocephalus arundinaceus;XC422797.mp3;XC422797_63.npy;66.000;66.430
Acrocephalus arundinaceus;XC422797.mp3;XC422797_64.npy;69.786;70.786
Acrocephalus arundinaceus;XC422797.mp3;XC422797_65.npy;70.586;71.586
Acrocephalus arundinaceus;XC422797.mp3;XC422797_66.npy;71.386;72.386
Acrocephalus arundinaceus;XC422797.mp3;XC422797_67.npy;72.186;73.186
Acrocephalus arundinaceus;XC422797.mp3;XC422797_68.npy;72.986;73.986
Acrocephalus arundinaceus;XC422797.mp3;XC422797_69.npy;73.786;74.440
Acrocephalus arundinaceus;XC422797.mp3;XC422797_70.npy;77.624;78.624
Acrocephalus arundinaceus;XC422797.mp3;XC422797_71.npy;78.424;79.424
Acrocephalus arundinaceus;XC422797.mp3;XC422797_72.npy;79.224;80.224
Acrocephalus arundinaceus;XC422797.mp3;XC422797_73.npy;80.024;81.024
Acrocephalus arundinaceus;XC422797.mp3;XC422797_74.npy;80.824;81.824
Acrocephalus arundinaceus;XC422797.mp3;XC422797_75.npy;81.624;82.624
Acrocephalus arundinaceus;XC422797.mp3;XC422797_76.npy;82.424;82.830
Acrocephalus arundinaceus;XC428977.mp3;XC428977_0.npy;42.093;43.093
Acrocephalus arundinaceus;XC428977.mp3;XC428977_1.npy;42.893;43.893
Acrocephalus arundinaceus;XC428977.mp3;XC428977_2.npy;43.693;44.693
Acrocephalus arundinaceus;XC428977.mp3;XC428977_3.npy;44.493;45.493
Acrocephalus arundinaceus;XC428977.mp3;XC428977_4.npy;45.293;46.293
Acrocephalus arundinaceus;XC428977.mp3;XC428977_5.npy;51.858;52.858
Acrocephalus arundinaceus;XC428977.mp3;XC428977_6.npy;52.658;53.658
Acrocephalus arundinaceus;XC428977.mp3;XC428977_7.npy;53.458;54.458
Acrocephalus arundinaceus;XC428977.mp3;XC428977_8.npy;54.258;55.258
Acrocephalus arundinaceus;XC428977.mp3;XC428977_9.npy;55.058;56.058
Acrocephalus arundinaceus;XC428977.mp3;XC428977_10.npy;55.858;56.858
Acrocephalus arundinaceus;XC428977.mp3;XC428977_11.npy;56.658;57.658
Acrocephalus arundinaceus;XC428977.mp3;XC428977_12.npy;57.458;58.043
Acrocephalus arundinaceus;XC428977.mp3;XC428977_13.npy;66.557;67.557
Acrocephalus arundinaceus;XC428977.mp3;XC428977_14.npy;67.357;68.357
Acrocephalus arundinaceus;XC428977.mp3;XC428977_15.npy;68.157;69.157
Acrocephalus arundinaceus;XC428977.mp3;XC428977_16.npy;68.957;69.957
Acrocephalus arundinaceus;XC428977.mp3;XC428977_17.npy;69.757;70.757
Acrocephalus arundinaceus;XC428977.mp3;XC428977_18.npy;70.557;71.557
Acrocephalus arundinaceus;XC428977.mp3;XC428977_19.npy;71.357;72.357
Acrocephalus arundinaceus;XC428977.mp3;XC428977_20.npy;72.157;73.157
